"177904","MAGEL2"
"177904","NDN"
"177904","OCA2"
"177904","SNORD116@"
"177907","SNRPN"
"177910","SNORD115@"
"177910","SNRPN"
"177910","MAGEL2"
"177910","NDN"
"177910","SNORD116@"
"388","RET"
"388","ECE1"
"388","EDN3"
"388","EDNRB"
"388","GDNF"
"388","NRTN"
"388","SEMA3C"
"388","SEMA3D"
"178333","CACNA1F"
"760","PNP"
"270","PABPN1"
"244","DNAH1"
"244","PIH1D3"
"244","DNAJB13"
"244","TTC25"
"244","MCIDAS"
"244","GAS2L2"
"244","OFD1"
"244","DNAH11"
"244","DNAH5"
"244","DNAI1"
"244","NME8"
"244","DNAI2"
"244","DNAAF2"
"244","RSPH9"
"244","RSPH4A"
"244","DNAAF1"
"244","CCDC39"
"244","CCDC40"
"244","DNAL1"
"244","DNAAF3"
"244","CCDC103"
"244","DNAAF5"
"244","HYDIN"
"244","LRRC6"
"244","CCDC114"
"244","DRC1"
"244","ARMC4"
"244","DNAAF4"
"244","RSPH1"
"244","ZMYND10"
"244","CFAP298"
"244","CCDC65"
"244","SPAG1"
"244","CCNO"
"244","CCDC151"
"244","RSPH3"
"244","GAS8"
"244","RPGR"
"244","STK36"
"244","LRRC56"
"244","CFAP300"
"178307","ADAM10"
"805","TSC1"
"805","TSC2"
"178145","RYR1"
"791","SCAPER"
"791","IFT88"
"791","REEP6"
"791","ARHGEF18"
"791","KIAA1549"
"791","AHI1"
"791","AGBL5"
"791","ABCA4"
"791","PRCD"
"791","PRPF3"
"791","PRPF31"
"791","PRPF8"
"791","PRPH2"
"791","RDH12"
"791","RGR"
"791","RHO"
"791","RLBP1"
"791","ROM1"
"791","RP1"
"791","RP2"
"791","RP9"
"791","RPE65"
"791","RPGR"
"791","SAG"
"791","BBS2"
"791","BEST1"
"791","CA4"
"791","CERKL"
"791","TTC8"
"791","TULP1"
"791","USH2A"
"791","CLRN1"
"791","CNGA1"
"791","CRB1"
"791","CRX"
"791","ARL6"
"791","FSCN2"
"791","HGSNAT"
"791","IMPDH1"
"791","MERTK"
"791","NR2E3"
"791","NRL"
"791","OFD1"
"791","PDE6A"
"791","PDE6B"
"791","SEMA4A"
"791","CNGB1"
"791","TOPORS"
"791","PROM1"
"791","LRAT"
"791","EYS"
"791","IDH3B"
"791","SPATA7"
"791","GUCA1B"
"791","KLHL7"
"791","SNRNP200"
"791","PCARE"
"791","PDE6G"
"791","IMPG2"
"791","FAM161A"
"791","ZNF513"
"791","CDHR1"
"791","DHDDS"
"791","PRPF6"
"791","MAK"
"791","RBP3"
"791","C8ORF37"
"791","IFT140"
"791","ZNF408"
"791","ARL2BP"
"791","NEK2"
"791","IFT172"
"791","TUB"
"791","KIZ"
"791","SLC7A14"
"791","PRPF4"
"791","AHR"
"791","DHX38"
"791","ARL3"
"791","POMGNT1"
"2131","CACNA1A"
"2131","ATP1A2"
"2131","ATP1A3"
"2131","SLC1A3"
"713","PGK1"
"57","ALDOA"
"2334","PAX6"
"46","ADSL"
"3166","GNE"
"2882","ABCG5"
"2882","ABCG8"
"900","HLA-DPA1"
"900","HLA-DPB1"
"900","CTLA4"
"900","PTPN22"
"900","PRTN3"
"171695","SNCA"
"171695","FBXO7"
"134","ACAT1"
"171700","MUCL3"
"171700","MUC5B"
"171703","DISC1"
"171703","EOMES"
"171706","SECISBP2"
"171709","GOPC"
"171709","SPATA16"
"171709","DPY19L2"
"171709","PICK1"
"171714","ST3GAL5"
"171723","KRT4"
"171723","KRT13"
"171680","TUBA1A"
"171690","SLC16A1"
"171863","SLC33A1"
"171871","NR3C2"
"171866","ACAN"
"171881","MYPN"
"171881","TPM2"
"171881","TPM3"
"2512","CIT"
"2512","NCAPD3"
"2512","COPB2"
"2512","MAP11"
"2512","KIF14"
"2512","TAF13"
"2512","PYCR2"
"2512","CDK5RAP2"
"2512","CENPJ"
"2512","ASPM"
"2512","MCPH1"
"2512","STIL"
"2512","WDR62"
"2512","CEP152"
"2512","CEP63"
"2512","CEP135"
"2512","KNL1"
"2512","PHC1"
"2512","CDK6"
"2512","SASS6"
"2512","MFSD2A"
"2512","ANKLE2"
"171876","SCNN1A"
"171876","SCNN1B"
"171876","SCNN1G"
"797","BTNL2"
"797","HLA-DRB1"
"171829","SIM1"
"171851","AP1S1"
"171848","ABHD12"
"3303","ZFPM2"
"3303","GATA4"
"3303","JAG1"
"3303","NKX2-5"
"3303","GATA5"
"3303","GJA5"
"3303","NKX2-6"
"3303","GDF1"
"3303","CITED2"
"3303","GATA6"
"3303","TBX1"
"200418","CFI"
"730","GANAB"
"730","PKD1"
"730","PKD2"
"730","BICC1"
"200421","CFH"
"486","TCIRG1"
"486","ELANE"
"486","GFI1"
"486","SRP54"
"98","SACS"
"330","F12"
"199340","BAG3"
"199337","COX4I2"
"234","ABCC2"
"199348","SLC19A3"
"3287","HLA-B"
"3287","IL12B"
"3287","MLX"
"199343","KCNJ10"
"199326","KCNA1"
"199332","ICK"
"199329","DYSF"
"2665","ETV6"
"2665","NTRK3"
"3463","WFS1"
"3463","CISD2"
"199354","HTRA1"
"199351","PLA2G6"
"356","PRNP"
"466","PRNP"
"199285","BCO1"
"2102","GCH1"
"3002","FCGR2C"
"199318","CHRNA7"
"274","GP1BA"
"274","GP1BB"
"274","GP9"
"1195","TF"
"199302","TP63"
"199302","IRF6"
"199302","NECTIN1"
"199302","MSX1"
"199306","ARHGAP29"
"199306","TP63"
"199306","BMP4"
"199306","NECTIN1"
"199306","CDH1"
"199306","IRF6"
"199306","MSX1"
"199306","DLG1"
"199306","DLX4"
"926","CAT"
"199296","TBX19"
"1675","DPYD"
"189427","GNAS"
"189427","ARMC5"
"976","APRT"
"3129","SARDH"
"415","SLC25A15"
"13","PTS"
"171","GPR35"
"171","MST1"
"171","TCF4"
"199247","SERPINA6"
"199241","EIF2AK4"
"189466","PTH"
"189466","AIRE"
"17","SUCLG1"
"189439","PRKAR1A"
"189439","PDE11A"
"189439","PDE8B"
"189439","PRKACA"
"3006","ALDH7A1"
"3006","SLC13A5"
"3006","PLPBP"
"3111","SLCO1B1"
"3111","SLCO1B3"
"2382","CUX2"
"2382","SCN1A"
"2382","MAPK10"
"2382","CHD2"
"2382","DNM1"
"2382","GABRB3"
"1934","NEUROD2"
"1934","SCN2A"
"1934","CDKL5"
"1934","STXBP1"
"1934","ARX"
"1934","CASK"
"1934","PNKP"
"1934","GNAO1"
"1934","PIGQ"
"1934","SIK1"
"1934","SLC25A22"
"1934","KCNA1"
"1934","TRIM8"
"1934","PIGP"
"1942","CHD2"
"1942","SLC6A1"
"1935","SLC25A22"
"1935","SIK1"
"3451","NTRK2"
"3451","STXBP1"
"3451","SCN2A"
"3451","CDKL5"
"3451","ARX"
"3451","PIGA"
"3451","SPTAN1"
"3451","PLCB1"
"3451","GRIN2B"
"3451","ST3GAL3"
"3451","SIK1"
"3451","PHACTR1"
"3451","GUF1"
"3451","CNPY3"
"267","CAPN3"
"186","IL12RB1"
"186","SPIB"
"186","IL12A"
"186","IRF5"
"186","TNPO3"
"186","MMEL1"
"186","POU2AF1"
"186","TNFSF15"
"1136","FUZ"
"397","PTPN22"
"2398","MFN2"
"131","F5"
"131","JAK2"
"654","BRCA2"
"654","GPC3"
"654","TRIM28"
"654","TRIM28"
"654","REST"
"654","TRIP13"
"654","POU6F2"
"654","WT1"
"654","WT1"
"654","H19"
"654","DIS3L2"
"2587","MPO"
"3389","SLC11A1"
"2897","CARD14"
"2312","UGT1A1"
"183707","RAC2"
"2314","STAT3"
"183678","AP3B1"
"183675","IGHG2"
"183675","IGKC"
"2177","NDE1"
"183713","MYD88"
"2380","COL2A1"
"897","SOX10"
"897","EDN3"
"897","EDNRB"
"897","MITF"
"808","ATR"
"808","CENPJ"
"808","PCNT"
"808","CEP152"
"808","RBBP8"
"808","ATRIP"
"808","TRAIP"
"808","PLK4"
"808","CENPE"
"3027","VANGL1"
"3027","FUZ"
"676","CASR"
"676","PRSS1"
"676","CFTR"
"676","SPINK1"
"676","PRSS2"
"676","CTRC"
"676","CPA1"
"643","GAN"
"634","SPINK5"
"140","SOX9"
"2828","SNCA"
"2828","PINK1"
"2828","UCHL1"
"2828","HTRA2"
"2828","PODXL"
"2828","LRRK2"
"2828","PRKN"
"2828","PARK7"
"2828","VPS13C"
"2828","DNAJC6"
"642","NTRK1"
"627","NHS"
"638","MAP2K2"
"638","NF1"
"326","F5"
"526","SCNN1B"
"526","SCNN1G"
"526","SCNN1A"
"427","CYP11B2"
"215","RHO"
"215","SAG"
"215","CABP4"
"215","CACNA1F"
"215","GNAT1"
"215","GRM6"
"215","NYX"
"215","PDE6B"
"215","CACNA2D4"
"215","TRPM1"
"215","SLC24A1"
