1198,1
2368,1
438274,1
439232,1
84090,1
84085,1
839,1
83628,1
2408,1
242,1
244,1
2856,1
2445,1
2847,1
446,1
2846,1
79506,1
284400,1
46724,1
79325,1
436182,1
79319,1
435651,1
85320,1
90793,1
90791,1
397685,1
2300,1
1562,1
90301,1
90044,1
231154,1
88643,1
88635,1
231230,1
882,1
231237,1
2973,1
871,1
586,1
402075,1
111,1
859,1
2917,1
79235,1
482,1
79085,1
2795,1
55881,1
1329,1
2613,1
66628,1
276399,1
664,1
657,1
655,1
1325,1
261529,1
64739,1
263297,1
639,1
263665,1
2704,1
617,1
60,1
59305,1
67044,1
69061,1
69063,1
1338,1
2808,1
768,1
754,1
169095,1
75325,1
752,1
251510,1
51083,1
168796,1
90796,1
145,1
73229,1
1203,1
731,1
52901,1
1216,1
2578,1
160148,1
53693,1
70592,1
73245,1
90797,1
2668,1
229,1
209902,1
210122,1
99429,1
95459,1
100076,1
2111,1
2118,1
3286,1
1457,1
3097,1
93930,1
3346,1
93928,1
93599,1
99811,1
3471,1
35122,1
347,1
2290,1
983,1
976,1
2032,1
2040,1
3193,1
3176,1
206484,1
98797,1
3400,1
98798,1
3411,1
314652,1
98849,1
1479,1
1478,1
199310,1
2138,1
93929,1
214,1
2257,1
1031,1
2248,1
2239,1
2229,1
179494,1
1552,1
99928,1
226316,1
1014,1
325124,1
3032,1
99925,1
99927,1
220,1
3093,1
3087,1
140905,1
393,1
99971,1
1048,1
3283,1
93109,1
154,1
99879,1
1916,1
922,1
99877,1
3219,2
3220,2
1606,2
1647,2
2671,2
1617,2
1636,2
1620,2
2781,2
2753,2
1466,2
276432,2
1465,2
3242,2
2754,2
2710,2
2715,2
2719,2
2750,2
2673,2
1600,2
280200,2
1598,2
286,2
287,2
3068,2
2896,2
3051,2
3047,2
2909,2
293939,2
2850,2
3042,2
2959,2
1545,2
1548,2
1555,2
2990,2
2994,2
300493,2
2995,2
293967,2
1495,2
3103,2
284180,2
321,2
319182,2
1597,2
3166,2
3163,2
1596,2
1590,2
314621,2
3121,2
280,2
280651,2
314585,2
281,2
2834,2
2836,2
3145,2
314034,2
284160,2
1587,2
2962,2
10,2
2655,2
1825,2
2135,2
2136,2
181393,2
1812,2
2152,2
2162,2
2165,2
217346,2
1806,2
2180,2
220493,2
1834,2
220497,2
226298,2
226307,2
2273,2
228402,2
2285,2
1782,2
2308,2
2311,2
1778,2
177,2
2315,2
2321,2
2220,2
2322,2
2108,2
2095,2
1915,2
1914,2
1926,2
1912,2
193,2
191,2
198,2
199,2
1895,2
199318,2
2008,2
201,2
2101,2
2020,2
2044,2
2050,2
2053,2
2063,2
2065,2
1860,2
2067,2
207,2
2077,2
2083,2
209,2
2092,2
2031,2
2658,2
176,2
233,2
254346,2
2556,2
