166024,HP:0000256,0.9
166024,HP:0000272,0.9
166024,HP:0000316,0.9
166024,HP:0000369,0.9
166024,HP:0000470,0.9
166024,HP:0000767,0.9
166024,HP:0001373,0.9
166024,HP:0002007,0.9
166024,HP:0002758,0.9
166024,HP:0002857,0.9
166024,HP:0005930,0.9
166024,HP:0006101,0.9
166024,HP:0030084,0.9
166024,HP:0001274,0.55
166024,HP:0001513,0.55
166024,HP:0012444,0.55
58,HP:0000256,0.9
58,HP:0001249,0.9
58,HP:0001250,0.9
58,HP:0001257,0.9
58,HP:0001274,0.9
58,HP:0001347,0.9
58,HP:0001355,0.9
58,HP:0001508,0.9
58,HP:0002007,0.9
58,HP:0002017,0.9
58,HP:0002167,0.9
58,HP:0002169,0.9
58,HP:0002353,0.9
58,HP:0002360,0.9
58,HP:0002650,0.9
58,HP:0007256,0.9
58,HP:0100729,0.9
58,HP:0000496,0.55
58,HP:0000508,0.55
58,HP:0000639,0.55
58,HP:0000651,0.55
58,HP:0000712,0.55
58,HP:0000716,0.55
58,HP:0000975,0.55
58,HP:0001251,0.55
58,HP:0001260,0.55
58,HP:0001288,0.55
58,HP:0001337,0.55
58,HP:0001618,0.55
58,HP:0002015,0.55
58,HP:0002019,0.55
58,HP:0002045,0.55
58,HP:0002357,0.55
58,HP:0002445,0.55
58,HP:0002514,0.55
58,HP:0002615,0.55
58,HP:0002808,0.55
58,HP:0010535,0.55
58,HP:0010628,0.55
58,HP:0100247,0.55
58,HP:0000218,0.18
58,HP:0000238,0.18
58,HP:0000470,0.18
58,HP:0000819,0.18
58,HP:0000821,0.18
58,HP:0000822,0.18
58,HP:0000826,0.18
58,HP:0000938,0.18
58,HP:0001252,0.18
58,HP:0001324,0.18
58,HP:0001645,0.18
58,HP:0002072,0.18
58,HP:0002093,0.18
58,HP:0002376,0.18
58,HP:0002383,0.18
58,HP:0002410,0.18
58,HP:0012332,0.18
58,HP:0002607,0.18
58,HP:0003307,0.18
58,HP:0007481,0.18
58,HP:0100716,0.18
61,HP:0000158,0.9
61,HP:0000280,0.9
61,HP:0000365,0.9
61,HP:0000518,0.9
61,HP:0001249,0.9
61,HP:0001263,0.9
61,HP:0001744,0.9
61,HP:0002240,0.9
61,HP:0002652,0.9
61,HP:0002750,0.9
61,HP:0004493,0.9
61,HP:0005280,0.9
61,HP:0005978,0.9
61,HP:0007957,0.9
61,HP:0008821,0.9
61,HP:0000023,0.55
61,HP:0000189,0.55
61,HP:0000212,0.55
61,HP:0000316,0.55
61,HP:0000336,0.55
61,HP:0000389,0.55
61,HP:0000400,0.55
61,HP:0000470,0.55
61,HP:0000708,0.55
61,HP:0001252,0.55
61,HP:0001385,0.55
61,HP:0002650,0.55
61,HP:0002808,0.55
61,HP:0006487,0.55
61,HP:0010807,0.55
61,HP:0011039,0.55
61,HP:0011354,0.55
61,HP:0000256,0.18
61,HP:0000303,0.18
61,HP:0000687,0.18
61,HP:0000689,0.18
61,HP:0000738,0.18
61,HP:0001369,0.18
61,HP:0002205,0.18
61,HP:0002516,0.18
61,HP:0010885,0.18
61,HP:0100240,0.18
93,HP:0000212,0.9
93,HP:0000303,0.9
93,HP:0000316,0.9
93,HP:0000431,0.9
93,HP:0000750,0.9
93,HP:0001249,0.9
93,HP:0001537,0.9
93,HP:0001999,0.9
93,HP:0002167,0.9
93,HP:0002650,0.9
93,HP:0003196,0.9
93,HP:0004337,0.9
93,HP:0008551,0.9
93,HP:0012068,0.9
93,HP:0012471,0.9
93,HP:0100660,0.9
93,HP:0100729,0.9
93,HP:0000053,0.55
93,HP:0000158,0.55
93,HP:0000164,0.55
93,HP:0000280,0.55
93,HP:0000670,0.55
93,HP:0000768,0.55
93,HP:0002684,0.55
93,HP:0002997,0.55
93,HP:0003103,0.55
93,HP:0008430,0.55
93,HP:0000023,0.18
93,HP:0000389,0.18
93,HP:0000708,0.18
93,HP:0001250,0.18
