100,12
100006,1
100008,4
100031,4
100032,4
100033,16
100034,11
100044,1
100045,14
100046,18
100050,15
100051,15
100054,15
100057,10
100069,1
100070,1
100075,11
100093,10
1001,12
100924,2
100973,8
100974,1
100976,4
100984,18
100985,4
100986,10
100988,3
100989,1
100991,7
100993,17
100994,1
100995,13
100996,18
100997,13
100998,4
100999,13
101,11
1010,16
101000,1
101001,18
101003,7
101004,13
101005,13
101006,5
101007,13
101008,2
101009,13
101010,7
101011,18
101016,16
101023,12
101028,2
101039,9
101041,4
101046,15
101049,4
101050,4
101063,1
101068,15
101070,7
101075,17
101078,6
101081,16
101082,18
101083,12
101084,12
101085,4
101088,16
101089,6
101090,16
101092,14
101097,17
101101,14
101102,17
101108,7
101109,2
101110,13
101111,13
101112,4
101150,4
101351,12
1018,7
1020,1
102724,12
1031,18
103908,17
103909,3
103918,7
104,17
1040,15
104077,18
1048,4
1052,6
1053,18
1059,16
1063,4
1065,12
107,12
1071,12
1083,1
109,1
110,1
1106,7
111,5
1114,18
1136,1
1143,4
1145,14
1146,18
1147,18
1149,5
115,15
1154,9
1159,4
1168,6
117,16
1170,5
1171,17
1173,10
1175,17
118,5
1180,5
1186,10
1187,2
119,7
1190,1
1194,3
1195,18
1200,6
1215,4
1216,16
122,6
1225,14
1226,8
1229,16
123,18
1231,12
1234,6
124,6
1243,9
125,14
1263,1
127,8
1270,14
1275,11
1276,18
1297,11
1299,15
13,4
130,17
1300,12
1306,16
1308,17
131,1
1310,1
132,4
1328,1
133,7
1330,12
1331,1
1333,12
1334,16
1338,17
134,10
1340,1
1344,16
1349,13
1358,7
1359,18
136,16
1369,10
137605,18
137608,1
137625,2
137634,6
137639,14
137667,4
137675,10
137678,15
137681,10
1377,12
137754,2
137776,16
137783,18
137831,18
137834,18
137888,4
137893,6
137898,10
137902,12
137908,5
138,12
1387,18
1388,3
139,10
1393,14
139396,4
139399,4
1394,3
139406,4
139441,6
139455,9
139466,15
139471,16
139474,1
139480,5
139485,10
139491,17
139512,9
139515,10
139525,6
139536,2
139552,18
139557,4
139578,4
139583,6
139589,18
14,2
140,12
1401,6
140436,4
140481,18
140905,10
140908,15
140917,15
140922,4
140927,9
140941,15
140944,18
140952,8
140957,1
140963,8
140966,3
140969,4
1410,2
141074,8
1412,15
141258,2
141276,16
141291,12
1416,9
1422,10
1425,10
1426,2
1427,15
1429,12
143,12
1435,8
144,1
145,12
1451,1
1452,12
1454,18
1458,6
146,1
1460,2
1465,12
1466,6
147,2
1473,12
1475,12
1479,11
1486,18
1490,9
1493,4
1496,3
1497,16
15,16
150,1
1501,12
1507,16
1509,8
1513,1
1515,4
1517,9
1519,2
1520,16
1522,17
1525,2
1529,11
154,1
1540,1
1541,11
1545,15
1552,11
1553,16
1555,1
1556,17
155878,12
156,2
1561,2
156728,15
1568,4
1571,15
1572,1
157215,3
1573,16
157713,1
157716,1
157719,1
157769,16
157791,12
157794,16
157798,4
1578,6
157801,12
157820,18
157846,2
157941,1
157949,14
157954,5
157962,8
157965,17
157973,1
158,17
158029,1
158668,1
158673,15
158676,15
158681,4
158684,4
158687,1
1587,12
158766,16
158769,16
158772,16
158775,16
158778,16
158793,16
158796,16
158799,16
159,3
1596,18
16,7
1606,12
1617,11
162,8
1627,11
163,2
163596,4
163634,2
163681,16
163684,2
163690,17
163693,2
163696,16
163699,12
163717,5
163721,16
163746,11
163908,18
163927,4
163931,4
163937,4
163956,14
163966,1
163985,7
1646,6
164736,12
1658,14
165805,5
165991,17
165994,11
166002,7
166011,15
166024,18
166035,10
166063,5
166068,5
166073,5
166078,4
166084,4
166087,4
166090,4
166093,4
166096,4
166100,15
166105,14
166108,3
166119,16
1662,1
166260,15
166265,15
166272,6
166282,17
166286,17
166412,17
1667,1
167,4
1675,2
168454,5
168558,2
168563,16
168566,14
168569,17
168572,18
168577,4
168583,14
168588,10
168593,14
168598,2
168601,17
168606,11
168609,10
168612,4
168615,4
168624,1
168629,2
168796,1
168829,12
168940,6
168947,16
168950,1
168953,16
169079,14
169082,18
169085,16
169095,8
169100,16
169142,11
169147,15
169150,4
169154,16
169157,16
169160,16
169186,1
169189,1
169464,4
169467,5
169615,18
169793,15
169796,15
169799,15
169802,4
169805,4
169808,4
17,2
170,18
171,14
171215,7
1713,11
171430,6
171433,4
171436,4
171439,4
171445,18
171607,13
171612,13
171617,13
171622,13
171629,2
171680,4
171690,17
171695,1
171700,1
171703,12
171706,11
171709,4
171714,5
171723,1
171829,11
171848,5
171851,17
